;A_expect;A_stddevaway;Anew_expect;Anew_stddevaway;E_expect;E_stddevaway;Enew_expect;Enew_stddevaway;N_subsampled;dA_boot;dA_expect;dAnew_boot;dAnew_expect;dE_boot;dE_expect;dEnew_boot;dEnew_expect;mol_name;new_param;obs_type;param_type;percent_shift;smirks
0;[ 1.53329089];[ 0.2435422];[ 1.54420718];[ 0.3990781];[-9.46541447];[ 0.02952202];[-10.90512206];[ 0.04411315];[2000];[ 0.00065705];[ 0.00068879];[ 0.00997572];[ 0.01386774];[ 0.09661844];[ 0.0940389];[ 0.09647359];[ 0.09152533];['molecules/AlkEthOH_c100.mol2'];[[200]];Bond;['k'];70.5882352941;[#6X4:1]-[#6X4:2]
1;[ 1.53583299];[ 0.11719907];[ 1.56745482];[ 0.04340588];[-9.36089067];[ 0.04897407];[-10.69554479];[ 0.06936331];[2000];[ 0.00070186];[ 0.00070101];[ 0.0097637];[ 0.01258636];[ 0.09565655];[ 0.09627746];[ 0.09217145];[ 0.09338551];['molecules/AlkEthOH_c100.mol2'];[[250]];Bond;['k'];63.2352941176;[#6X4:1]-[#6X4:2]
2;[ 1.53473785];[ 0.08951021];[ 1.54288268];[ 0.38569154];[-9.46909624];[ 0.17378672];[-10.65353631];[ 0.17769768];[2000];[ 0.00079908];[ 0.0006891];[ 0.00864132];[ 0.00838534];[ 0.09568883];[ 0.09965071];[ 0.09379234];[ 0.09679021];['molecules/AlkEthOH_c100.mol2'];[[300]];Bond;['k'];55.8823529412;[#6X4:1]-[#6X4:2]
3;[ 1.5325408];[ 0.21298898];[ 1.54150245];[ 0.58208666];[-9.40649027];[ 0.12685513];[-10.41173509];[ 0.13844061];[2000];[ 0.00061131];[ 0.00069322];[ 0.00737148];[ 0.00620308];[ 0.10199337];[ 0.09931836];[ 0.10173911];[ 0.09724611];['molecules/AlkEthOH_c100.mol2'];[[350]];Bond;['k'];48.5294117647;[#6X4:1]-[#6X4:2]
4;[ 1.53388725];[ 0.02997288];[ 1.54265751];[ 0.21666918];[-9.44552465];[ 0.09878603];[-10.28305387];[ 0.09616002];[2000];[ 0.00058363];[ 0.00067818];[ 0.00748126];[ 0.00298504];[ 0.10810347];[ 0.09546496];[ 0.10572472];[ 0.09340363];['molecules/AlkEthOH_c100.mol2'];[[400]];Bond;['k'];41.1764705882;[#6X4:1]-[#6X4:2]
5;[ 1.53379598];[ 0.0528289];[ 1.53084965];[ 0.44956387];[-9.60073096];[ 0.02595385];[-10.28437133];[ 0.00067502];[2000];[ 0.00067072];[ 0.00067635];[ 0.00852106];[ 0.00934135];[ 0.0902127];[ 0.09587096];[ 0.08927873];[ 0.09415138];['molecules/AlkEthOH_c100.mol2'];[[450]];Bond;['k'];33.8235294118;[#6X4:1]-[#6X4:2]
6;[ 1.53322225];[ 0.05501417];[ 1.53712325];[ 0.94662082];[-9.54524362];[ 0.14111405];[-10.09214886];[ 0.13799495];[2000];[ 0.00065721];[ 0.0006892];[ 0.00614987];[ 0.00576217];[ 0.10214842];[ 0.09495932];[ 0.10106482];[ 0.09347634];['molecules/AlkEthOH_c100.mol2'];[[500]];Bond;['k'];26.4705882353;[#6X4:1]-[#6X4:2]
7;[ 1.53421162];[ 0.02980519];[ 1.53682428];[ 0.66331851];[-9.42547407];[ 0.12871221];[-9.82463351];[ 0.12688658];[2000];[ 0.00070058];[ 0.00069927];[ 0.00656492];[ 0.00714797];[ 0.09879141];[ 0.09454772];[ 0.09706199];[ 0.0934447];['molecules/AlkEthOH_c100.mol2'];[[550]];Bond;['k'];19.1176470588;[#6X4:1]-[#6X4:2]
8;[ 1.53377544];[ 0.16286134];[ 1.53855056];[ 0.21037623];[-9.51371252];[ 0.31813114];[-9.74949401];[ 0.31996282];[2000];[ 0.00072732];[ 0.00065781];[ 0.00601719];[ 0.00553569];[ 0.09447994];[ 0.09294698];[ 0.09348925];[ 0.0923048];['molecules/AlkEthOH_c100.mol2'];[[600]];Bond;['k'];11.7647058824;[#6X4:1]-[#6X4:2]
9;[ 1.53458681];[ 0.17161748];[ 1.53890725];[ 0.09733386];[-9.39901931];[ 0.01504026];[-9.4913964];[ 0.01325572];[2000];[ 0.00069654];[ 0.00068747];[ 0.00794915];[ 0.00515109];[ 0.10017389];[ 0.09688947];[ 0.09993474];[ 0.09659718];['molecules/AlkEthOH_c100.mol2'];[[650]];Bond;['k'];4.41176470588;[#6X4:1]-[#6X4:2]
10;[ 1.53426459];[ 0.00765095];[ 1.53458742];[ 0.08670925];[-9.72606486];[ 0.20276631];[-9.66535197];[ 0.20281572];[2000];[ 0.00067541];[ 0.00070211];[ 0.00600992];[ 0.00859995];[ 0.09577894];[ 0.09546599];[ 0.09601641];[ 0.09565424];['molecules/AlkEthOH_c100.mol2'];[[700]];Bond;['k'];-2.94117647059;[#6X4:1]-[#6X4:2]
11;[ 1.533955];[ 0.07609211];[ 1.52744276];[ 0.47426517];[-9.48439951];[ 0.02596749];[-9.27433622];[ 0.02853457];[2000];[ 0.00067444];[ 0.00069864];[ 0.00684254];[ 0.00486244];[ 0.11695674];[ 0.09720889];[ 0.11734579];[ 0.09795049];['molecules/AlkEthOH_c100.mol2'];[[750]];Bond;['k'];-10.2941176471;[#6X4:1]-[#6X4:2]
12;[ 1.53404214];[ 0.07288391];[ 1.53483003];[ 0.30232398];[-9.44660944];[ 0.0979948];[-9.09422931];[ 0.09505093];[2000];[ 0.0006681];[ 0.00067734];[ 0.00733479];[ 0.00614013];[ 0.09775686];[ 0.09492751];[ 0.0998716];[ 0.09624251];['molecules/AlkEthOH_c100.mol2'];[[800]];Bond;['k'];-17.6470588235;[#6X4:1]-[#6X4:2]
13;[ 1.53464461];[ 0.2361558];[ 1.52671567];[ 0.49139667];[-9.55444485];[ 0.01127964];[-9.04173429];[  7.91986101e-05];[2000];[ 0.00064878];[ 0.00070502];[ 0.00571268];[ 0.0055535];[ 0.09675281];[ 0.09785729];[ 0.09857278];[ 0.09968103];['molecules/AlkEthOH_c100.mol2'];[[850]];Bond;['k'];-25.0;[#6X4:1]-[#6X4:2]
14;[ 1.53240713];[ 0.00019778];[ 1.53070794];[ 0.13763313];[-9.49333242];[ 0.14160133];[-8.83024631];[ 0.13268225];[2000];[ 0.00075501];[ 0.00068183];[ 0.00507328];[ 0.00592682];[ 0.09205142];[ 0.09521309];[ 0.09407072];[ 0.09783694];['molecules/AlkEthOH_c100.mol2'];[[900]];Bond;['k'];-32.3529411765;[#6X4:1]-[#6X4:2]
