;A_expect;A_stddevaway;Anew_expect;Anew_stddevaway;E_expect;E_stddevaway;Enew_expect;Enew_stddevaway;N_subsampled;dA_boot;dA_expect;dAnew_boot;dAnew_expect;dE_boot;dE_expect;dEnew_boot;dEnew_expect;mol_name;new_param;obs_type;param_type;percent_shift;smirks
0;[ 3.24731849];[ 0.05474391];[ 3.30007722];[ 2.47849995];[ 61.36051571];[ 0.03333384];[ 60.9152543];[ 0.02369241];[1885];[ 0.0052627];[ 0.00522834];[ 0.02904796];[ 0.02142219];[ 0.06275028];[ 0.06538866];[ 0.06222572];[ 0.06301919];['molecules/AlkEthOH_r0.mol2'];[[200]];Bond;['k'];70.5882352941;[#6X4:1]-[#6X4:2]
1;[ 3.23661251];[ 0.01902769];[ 3.27880967];[ 2.0593773];[ 61.53441831];[ 0.05180141];[ 61.13199259];[ 0.06153591];[1885];[ 0.00534583];[ 0.00529453];[ 0.02685057];[ 0.03051148];[ 0.06355633];[ 0.06608745];[ 0.06089966];[ 0.06452104];['molecules/AlkEthOH_r0.mol2'];[[250]];Bond;['k'];63.2352941176;[#6X4:1]-[#6X4:2]
2;[ 3.24344124];[ 0.01374111];[ 3.30110877];[ 1.81729282];[ 61.38959596];[ 0.07958037];[ 61.03383028];[ 0.08028852];[1885];[ 0.00529316];[ 0.0053017];[ 0.02863608];[ 0.02653678];[ 0.05852796];[ 0.06420497];[ 0.05707602];[ 0.0622782];['molecules/AlkEthOH_r0.mol2'];[[300]];Bond;['k'];55.8823529412;[#6X4:1]-[#6X4:2]
3;[ 3.25761628];[ 0.19183896];[ 3.28406118];[ 2.71683502];[ 61.41646139];[ 0.0523666];[ 61.11288685];[ 0.037664];[1885];[ 0.0048954];[ 0.00515034];[ 0.02421041];[ 0.02441791];[ 0.06348699];[ 0.06354751];[ 0.06326551];[ 0.06205746];['molecules/AlkEthOH_r0.mol2'];[[350]];Bond;['k'];48.5294117647;[#6X4:1]-[#6X4:2]
4;[ 3.24320358];[ 0.01180453];[ 3.28408424];[ 2.23791701];[ 61.46268462];[ 0.12669772];[ 61.1950727];[ 0.13148735];[1885];[ 0.00535862];[ 0.00534524];[ 0.02589737];[ 0.02976541];[ 0.06509611];[ 0.06533227];[ 0.06317251];[ 0.0638858];['molecules/AlkEthOH_r0.mol2'];[[400]];Bond;['k'];41.1764705882;[#6X4:1]-[#6X4:2]
5;[ 3.25668521];[ 0.14438475];[ 3.30066103];[ 2.23969029];[ 61.65755173];[ 0.10367071];[ 61.44074245];[ 0.10156658];[1885];[ 0.00534402];[ 0.00530061];[ 0.03064241];[ 0.02978956];[ 0.07215982];[ 0.0658503];[ 0.07139792];[ 0.06471039];['molecules/AlkEthOH_r0.mol2'];[[450]];Bond;['k'];33.8235294118;[#6X4:1]-[#6X4:2]
6;[ 3.2603892];[ 0.13274954];[ 3.2905787];[ 1.68149265];[ 61.42306363];[ 0.08637313];[ 61.25779759];[ 0.08052603];[1885];[ 0.00541681];[ 0.00528685];[ 0.02875757];[ 0.03514788];[ 0.05890617];[ 0.06723426];[ 0.05883158];[ 0.06625493];['molecules/AlkEthOH_r0.mol2'];[[500]];Bond;['k'];26.4705882353;[#6X4:1]-[#6X4:2]
7;[ 3.25545835];[ 0.12853628];[ 3.33593699];[ 1.73459479];[ 61.43078604];[ 0.06579241];[ 61.31206803];[ 0.06917278];[1885];[ 0.00503917];[ 0.00527851];[ 0.02779026];[ 0.03122832];[ 0.06482608];[ 0.06386373];[ 0.06447825];[ 0.0631482];['molecules/AlkEthOH_r0.mol2'];[[550]];Bond;['k'];19.1176470588;[#6X4:1]-[#6X4:2]
8;[ 3.24053583];[ 0.08328671];[ 3.27774111];[ 2.3746856];[ 61.51353909];[ 0.0457692];[ 61.44296597];[ 0.04596388];[1885];[ 0.00503765];[ 0.00533551];[ 0.03020746];[ 0.02499667];[ 0.07281749];[ 0.06286782];[ 0.07243631];[ 0.06239916];['molecules/AlkEthOH_r0.mol2'];[[600]];Bond;['k'];11.7647058824;[#6X4:1]-[#6X4:2]
9;[ 3.25479609];[ 0.2249743];[ 3.26303294];[ 1.72987582];[ 61.4414969];[ 0.05168234];[ 61.41258295];[ 0.05234439];[1885];[ 0.00492795];[ 0.005212];[ 0.03603664];[ 0.03239244];[ 0.05565584];[ 0.06401708];[ 0.05550328];[ 0.06384948];['molecules/AlkEthOH_r0.mol2'];[[650]];Bond;['k'];4.41176470588;[#6X4:1]-[#6X4:2]
10;[ 3.24659009];[ 0.07360151];[ 3.30176261];[ 1.98478543];[ 61.48195252];[ 0.03229937];[ 61.50039478];[ 0.03273964];[1885];[ 0.00575482];[ 0.00525932];[ 0.03662745];[ 0.03334823];[ 0.06582541];[ 0.06397444];[ 0.06592632];[ 0.06410268];['molecules/AlkEthOH_r0.mol2'];[[700]];Bond;['k'];-2.94117647059;[#6X4:1]-[#6X4:2]
11;[ 3.24838593];[ 0.03133815];[ 3.38486198];[ 3.03188427];[ 61.48636439];[ 0.17451843];[ 61.55198971];[ 0.1694178];[1885];[ 0.00546338];[ 0.00524291];[ 0.03590578];[ 0.01965123];[ 0.05764613];[ 0.06661914];[ 0.05825174];[ 0.06705739];['molecules/AlkEthOH_r0.mol2'];[[750]];Bond;['k'];-10.2941176471;[#6X4:1]-[#6X4:2]
12;[ 3.24472958];[ 0.05527662];[ 3.325023];[ 1.82733305];[ 61.42566008];[ 0.02487449];[ 61.53755405];[ 0.03171789];[1885];[ 0.00550087];[ 0.00527771];[ 0.03358072];[ 0.03843565];[ 0.06280751];[ 0.06360206];[ 0.06329281];[ 0.06431415];['molecules/AlkEthOH_r0.mol2'];[[800]];Bond;['k'];-17.6470588235;[#6X4:1]-[#6X4:2]
13;[ 3.24690513];[ 0.17771445];[ 3.29670232];[ 1.36050859];[ 61.41007315];[ 0.05835704];[ 61.56371638];[ 0.06204751];[1885];[ 0.00520147];[ 0.00519688];[ 0.03721663];[ 0.04481141];[ 0.06539028];[ 0.06540722];[ 0.0668236];[ 0.06643542];['molecules/AlkEthOH_r0.mol2'];[[850]];Bond;['k'];-25.0;[#6X4:1]-[#6X4:2]
