;A_boot_new_samp;A_expect;A_stddevaway;Anew_expect;Anew_sampled;Anew_stddevaway;E_expect;E_stddevaway;Enew_expect;Enew_stddevaway;N_subsampled;altdvarAnew_boot;altdvarAnew_boot2;altvarAnew_boot;altvarAnew_boot2;dA_boot;dA_boot_new_samp;dA_expect;dAnew_boot;dAnew_expect;dE_boot;dE_expect;dEnew_boot;dEnew_expect;dvarAnew_boot;dvarAnew_boot2;mol_name;new_param;obs_type;param_type;percent_shift;smirks;varAnew_boot;varAnew_boot2;varAnew_samp
0;1.09332694414;[ 1.09204558];[ 0.09897722];[ 1.11816821];[ 1.09333882];[ 8.1685286];[-9.98365311];[ 0.06714957];[-13.14599507];[ 0.04886008];[8000];[ 0.00080192];0.011788567672;[ 0.00119651];[-0.00436921];[ 0.0003671];0.000524877441298;[ 0.00038071];[ 0.02272212];[ 0.00303964];[ 0.04513023];[ 0.04636158];[ 0.04052939];[ 0.04147031];[ 0.00123746];0.0;['molecules/AlkEthOH_c100.mol2'];[[300]];Bond;['k'];55.8823529412;[#6X4:1]-[#1:2];[ 0.00239508];[ 0.00047048];[ 0.00221237]
1;1.09313603551;[ 1.0920187];[ 0.02796576];[ 1.11596423];[ 1.09313451];[ 3.80554152];[-9.99144593];[ 0.09997178];[-12.7352914];[ 0.07641105];[8000];[ 0.0009391];0.0095848544797;[ 0.00138594];[-0.09525932];[ 0.00038289];0.000532236644869;[ 0.00038622];[ 0.0244276];[ 0.00599907];[ 0.04954224];[ 0.04680979];[ 0.04297158];[ 0.04220201];[ 0.00123443];0.0;['molecules/AlkEthOH_c100.mol2'];[[350]];Bond;['k'];48.5294117647;[#6X4:1]-[#1:2];[ 0.00255474];[ 0.00370076];[ 0.0019147]
2;0.937394750779;[ 0.93632733];[ 36.17684817];[ 1.09998615];[ 1.09323584];[ 0.19951326];[-9.98671975];[ 0.00099885];[-12.31662012];[ 0.01191417];[8000];[ 0.01772614];0.0219382264324;[ 0.0159908];[-0.16419365];[ 0.00435198];0.00431625446115;[ 0.00430332];[ 0.03328848];[ 0.0338339];[ 0.04786514];[ 0.04656696];[ 0.04493102];[ 0.0426414];[ 0.01228796];0.0;['molecules/AlkEthOH_c100.mol2'];[[400]];Bond;['k'];41.1764705882;[#6X4:1]-[#1:2];[ 0.04388557];[ 0.05323385];[ 0.00168532]
3;1.04446236976;[ 1.04394285];[ 18.49415895];[ 1.1113454];[ 1.09257256];[ 1.4947636];[-9.99075784];[ 0.08555979];[-11.90369053];[ 0.08193851];[8000];[ 0.00346584];0.00804174606031;[ 0.0046598];[-0.10266939];[ 0.0025513];0.00261350598542;[ 0.00259893];[ 0.02078107];[ 0.01255907];[ 0.04695047];[ 0.04665239];[ 0.0429554];[ 0.04311838];[ 0.00338395];0.0;['molecules/AlkEthOH_c100.mol2'];[[450]];Bond;['k'];33.8235294118;[#6X4:1]-[#1:2];[ 0.00964527];[ 0.00813631];[ 0.00155043]
4;1.03109739699;[ 1.03038114];[ 21.72010022];[ 1.10753084];[ 1.09286904];[ 0.5609201];[-9.98838999];[ 0.03429712];[-11.48616835];[ 0.04434576];[8000];[ 0.00652509];0.00610102228452;[ 0.00753463];[-0.10466893];[ 0.00273477];0.00276664600119;[ 0.00283731];[ 0.02223042];[ 0.02613885];[ 0.04292509];[ 0.04734276];[ 0.04013141];[ 0.04432188];[ 0.00565059];0.0;['molecules/AlkEthOH_c100.mol2'];[[500]];Bond;['k'];26.4705882353;[#6X4:1]-[#1:2];[ 0.01396957];[ 0.01454079];[ 0.00143209]
5;1.08698190599;[ 1.08708737];[ 5.33282145];[ 1.10888052];[ 1.09190014];[ 3.71817682];[-9.9806842];[ 0.13002302];[-11.06262124];[ 0.12576541];[8000];[ 0.00096704];0.00190690784105;[ 0.00166883];[-0.01802518];[ 0.00081829];0.000855399202223;[ 0.00092269];[ 0.01806765];[ 0.00456685];[ 0.04825547];[ 0.04677688];[ 0.04573199];[ 0.04474218];[ 0.00112401];0.0;['molecules/AlkEthOH_c100.mol2'];[[550]];Bond;['k'];19.1176470588;[#6X4:1]-[#1:2];[ 0.00246812];[ 0.00154318];[ 0.00135934]
6;1.09203888986;[ 1.09199208];[ 0.04100624];[ 1.10939062];[ 1.09205404];[ 0.93512783];[-9.98311373];[ 0.07881617];[-10.64872378];[ 0.07934762];[8000];[ 0.00089565];0.00115263454678;[ 0.0013791];[ 0.06011827];[ 0.00036865];0.000418728618748;[ 0.00038576];[ 0.01376335];[ 0.01853926];[ 0.04698024];[ 0.04634253];[ 0.04567728];[ 0.04499019];[ 0.00104478];0.0;['molecules/AlkEthOH_c100.mol2'];[[600]];Bond;['k'];11.7647058824;[#6X4:1]-[#1:2];[ 0.00187119];[ 0.00471346];[ 0.00128253]
7;1.04139240658;[ 1.04117433];[ 20.31961463];[ 1.10272438];[ 1.0922511];[ 0.55161176];[-9.98138018];[ 0.11580726];[-10.23094995];[ 0.11718229];[8000];[ 0.00403901];0.00316592068618;[ 0.00654675];[-0.07283047];[ 0.00242538];0.0024549719642;[ 0.0025017];[ 0.01230611];[ 0.01898668];[ 0.04595258];[ 0.04650903];[ 0.04540037];[ 0.04598887];[ 0.00375845];0.0;['molecules/AlkEthOH_c100.mol2'];[[650]];Bond;['k'];4.41176470588;[#6X4:1]-[#1:2];[ 0.01048792];[ 0.01256458];[ 0.00123007]
8;1.09156623824;[ 1.09198356];[ 0.06377578];[ 1.1060562];[ 1.09156571];[ 1.34172147];[-9.98991903];[ 0.06696314];[-9.82362601];[ 0.06832648];[8000];[ 0.00071419];0.000768463064831;[ 0.00126119];[-0.00669289];[ 0.00039798];0.00034612125876;[ 0.00038155];[ 0.01035715];[ 0.01079992];[ 0.04554938];[ 0.047082];[ 0.04589529];[ 0.04744258];[ 0.00079202];0.0;['molecules/AlkEthOH_c100.mol2'];[[700]];Bond;['k'];-2.94117647059;[#6X4:1]-[#1:2];[ 0.00156606];[ 0.00194206];[ 0.00121535]
9;1.09193608452;[ 1.09199601];[ 0.03117171];[ 1.10272523];[ 1.09190455];[ 6.74154517];[-9.98669185];[ 0.00157723];[-9.40417036];[ 0.00535064];[8000];[ 0.00063033];0.000746423204898;[ 0.00111913];[-0.01535977];[ 0.00037025];0.000395704826208;[ 0.00038142];[ 0.00782261];[ 0.00160507];[ 0.04440015];[ 0.04718013];[ 0.04543915];[ 0.0484891];[ 0.00065589];0.0;['molecules/AlkEthOH_c100.mol2'];[[750]];Bond;['k'];-10.2941176471;[#6X4:1]-[#1:2];[ 0.00129521];[ 0.0003535];[ 0.00116599]
